species,genus,family,species.relative,genus.relative,avail.country.status,avail.country.status.SRgreaterthan1,rgbif.details_scientificName02,rgbif.details_canonicalName,rgbif.details_authorship,rgbif.details_family,rgbif.details_genus,TPL_family,TPL_genus,TPL_status,TPL_names,TPL_names.withAuthors,TPL_tip.label,rgbif.tip.label,class
Tagetes minima,Tagetes,Asteraceae,,,yes,yes,Tagetes minima L.,Tagetes minima,L.,Asteraceae,Tagetes,Compositae,Tagetes,Accepted,Tagetes minima,Tagetes minima L.,Tagetes_minima,Tagetes_minima,Angiosperms
Eupatorium cannabinum,Eupatorium,Asteraceae,,,yes,yes,Eupatorium cannabinum L.,Eupatorium cannabinum,L.,Asteraceae,Eupatorium,Compositae,Eupatorium,Accepted,Eupatorium cannabinum,Eupatorium cannabinum L.,Eupatorium_cannabinum,Eupatorium_cannabinum,Angiosperms
Conocarpus erectus,Conocarpus,Combretaceae,,,no,no,Conocarpus erectus L.,Conocarpus erectus,L.,Combretaceae,Conocarpus,Combretaceae,Conocarpus,Accepted,Conocarpus erectus,Conocarpus erectus L.,Conocarpus_erectus,Conocarpus_erectus,Angiosperms
Acanthospermum hispidum,Acanthospermum,Asteraceae,,,yes,yes,Acanthospermum hispidum DC.,Acanthospermum hispidum,DC.,Asteraceae,Acanthospermum,Compositae,Acanthospermum,Accepted,Acanthospermum hispidum,Acanthospermum hispidum DC.,Acanthospermum_hispidum,Acanthospermum_hispidum,Angiosperms
Ageratina altissima,Ageratina,Asteraceae,,,yes,yes,Ageratina altissima (L.) R.King & H.Rob.,Ageratina altissima,(L.) R.King & H.Rob.,Asteraceae,Ageratina,Compositae,Ageratina,Accepted,Ageratina altissima,Ageratina altissima (L.) R.M.King & H.Rob.,Ageratina_altissima,Ageratina_altissima,Angiosperms
Ageratum conyzoides,Ageratum,Asteraceae,,,yes,yes,Ageratum conyzoides L.,Ageratum conyzoides,L.,Asteraceae,Ageratum,Compositae,Ageratum,Accepted,Ageratum conyzoides,Ageratum conyzoides (L.) L.,Ageratum_conyzoides,Ageratum_conyzoides,Angiosperms
Alternanthera ficoidea,Alternanthera,Amaranthaceae,,,yes,yes,Alternanthera ficoidea (L.) R.Br.,Alternanthera ficoidea,(L.) R.Br.,Amaranthaceae,Alternanthera,Amaranthaceae,Alternanthera,Accepted,Alternanthera ficoidea,Alternanthera ficoidea (L.) Sm.,Alternanthera_ficoidea,Alternanthera_ficoidea,Angiosperms
Cajanus scarabaeoides,Cajanus,Fabaceae,,,no,yes,Cajanus scarabaeoides (L.) Thouars,Cajanus scarabaeoides,(L.) Thouars,Fabaceae,Cajanus,Leguminosae,Cajanus,Accepted,Cajanus scarabaeoides,Cajanus scarabaeoides (L.) Thouars,Cajanus_scarabaeoides,Cajanus_scarabaeoides,Angiosperms
Cestrum diurnum,Cestrum,Solanaceae,,,yes,yes,Cestrum diurnum L.,Cestrum diurnum,L.,Solanaceae,Cestrum,Solanaceae,Cestrum,Accepted,Cestrum diurnum,Cestrum diurnum L.,Cestrum_diurnum,Cestrum_diurnum,Angiosperms
Chromolaena odorata,Chromolaena,Asteraceae,,,yes,yes,Chromolaena odorata (L.) R.King & H.Rob.,Chromolaena odorata,(L.) R.King & H.Rob.,Asteraceae,Chromolaena,Compositae,Chromolaena,Accepted,Chromolaena odorata,Chromolaena odorata (L.) R.M.King & H.Rob.,Chromolaena_odorata,Chromolaena_odorata,Angiosperms
Commelina obliqua,Commelina,Commelinaceae,,,no,yes,Commelina obliqua Vahl,Commelina obliqua,Vahl,Commelinaceae,Commelina,Commelinaceae,Commelina,Accepted,Commelina obliqua,Commelina obliqua Vahl,Commelina_obliqua,Commelina_obliqua,Angiosperms
Convolvulus arvensis,Convolvulus,Convolvulaceae,,,yes,yes,Convolvulus arvensis L.,Convolvulus arvensis,L.,Convolvulaceae,Convolvulus,Convolvulaceae,Convolvulus,Accepted,Convolvulus arvensis,Convolvulus arvensis L.,Convolvulus_arvensis,Convolvulus_arvensis,Angiosperms
Croton bonplandianus,Croton,Euphorbiaceae,,,yes,yes,Croton bonplandianus Baill.,Croton bonplandianus,Baill.,Euphorbiaceae,Croton,Euphorbiaceae,Croton,Accepted,Croton bonplandianus,Croton bonplandianus Baill.,Croton_bonplandianus,Croton_bonplandianus,Angiosperms
Derris trifoliata,Derris,Fabaceae,,,no,yes,Derris trifoliata Lour.,Derris trifoliata,Lour.,Fabaceae,Derris,Leguminosae,Derris,Accepted,Derris trifoliata,Derris trifoliata Lour.,Derris_trifoliata,Derris_trifoliata,Angiosperms
Duranta erecta,Duranta,Verbenaceae,,,yes,yes,Duranta erecta L.,Duranta erecta,L.,Verbenaceae,Duranta,Verbenaceae,Duranta,Accepted,Duranta erecta,Duranta erecta L.,Duranta_erecta,Duranta_erecta,Angiosperms
Elaeis guineensis,Elaeis,Arecaceae,,,no,yes,Elaeis guineensis Jacq.,Elaeis guineensis,Jacq.,Arecaceae,Elaeis,Arecaceae,Elaeis,Accepted,Elaeis guineensis,Elaeis guineensis Jacq.,Elaeis_guineensis,Elaeis_guineensis,Angiosperms
Imperata cylindrica,Imperata,Poaceae,,,yes,yes,Imperata cylindrica (L.) P.Beauv.,Imperata cylindrica,(L.) P.Beauv.,Poaceae,Imperata,Poaceae,Imperata,Accepted,Imperata cylindrica,Imperata cylindrica (L.) Raeusch.,Imperata_cylindrica,Imperata_cylindrica,Angiosperms
Ipomoea aquatica,Ipomoea,Convolvulaceae,,,yes,yes,Ipomoea aquatica Forssk.,Ipomoea aquatica,Forssk.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea aquatica,Ipomoea aquatica Forssk.,Ipomoea_aquatica,Ipomoea_aquatica,Angiosperms
Ipomoea carnea,Ipomoea,Convolvulaceae,,,yes,yes,Ipomoea carnea Jacq.,Ipomoea carnea,Jacq.,Convolvulaceae,Ipomoea,Convolvulaceae,Ipomoea,Accepted,Ipomoea carnea,Ipomoea carnea Jacq.,Ipomoea_carnea,Ipomoea_carnea,Angiosperms
Lantana camara,Lantana,Verbenaceae,,,yes,yes,Lantana camara L.,Lantana camara,L.,Verbenaceae,Lantana,Verbenaceae,Lantana,Accepted,Lantana camara,Lantana camara L.,Lantana_camara,Lantana_camara,Angiosperms
Limnocharis flava,Limnocharis,Alismataceae,,,yes,yes,Limnocharis flava (L.) Buchenau,Limnocharis flava,(L.) Buchenau,Alismataceae,Limnocharis,Alismataceae,Limnocharis,Accepted,Limnocharis flava,Limnocharis flava (L.) Buchenau,Limnocharis_flava,Limnocharis_flava,Angiosperms
Ludwigia adscendens,Ludwigia,Onagraceae,,,no,yes,Ludwigia adscendens (L.) Hara,Ludwigia adscendens,(L.) Hara,Onagraceae,Ludwigia,Onagraceae,Ludwigia,Accepted,Ludwigia adscendens,Ludwigia adscendens (L.) H.Hara,Ludwigia_adscendens,Ludwigia_adscendens,Angiosperms
Malvastrum coromandelianum,Malvastrum,Malvaceae,,,yes,yes,Malvastrum coromandelianum (L.) Garcke,Malvastrum coromandelianum,(L.) Garcke,Malvaceae,Malvastrum,Malvaceae,Malvastrum,Accepted,Malvastrum coromandelianum,Malvastrum coromandelianum (L.) Garcke,Malvastrum_coromandelianum,Malvastrum_coromandelianum,Angiosperms
Mikania cordata,Mikania,Asteraceae,,,yes,yes,Mikania cordata (Burm.fil.) B.L.Rob.,Mikania cordata,(Burm.fil.) B.L.Rob.,Asteraceae,Mikania,Compositae,Mikania,Accepted,Mikania cordata,Mikania cordata (Burm.f.) B.L.Rob.,Mikania_cordata,Mikania_cordata,Angiosperms
Mikania micrantha,Mikania,Asteraceae,,,yes,yes,Mikania micrantha Kunth,Mikania micrantha,Kunth,Asteraceae,Mikania,Compositae,Mikania,Accepted,Mikania micrantha,Mikania micrantha Kunth,Mikania_micrantha,Mikania_micrantha,Angiosperms
Mikania scandens,Mikania,Asteraceae,,,no,yes,Mikania scandens (L.) Willd.,Mikania scandens,(L.) Willd.,Asteraceae,Mikania,Compositae,Mikania,Accepted,Mikania scandens,Mikania scandens (L.) Willd.,Mikania_scandens,Mikania_scandens,Angiosperms
Mimosa pudica,Mimosa,Fabaceae,,,yes,yes,Mimosa pudica L.,Mimosa pudica,L.,Fabaceae,Mimosa,Leguminosae,Mimosa,Accepted,Mimosa pudica,Mimosa pudica L.,Mimosa_pudica,Mimosa_pudica,Angiosperms
Opuntia monacantha,Opuntia,Cactaceae,,,yes,yes,Opuntia monacantha (Willd.) Haw.,Opuntia monacantha,(Willd.) Haw.,Cactaceae,Opuntia,Cactaceae,Opuntia,Accepted,Opuntia monacantha,Opuntia monacantha (Willd.) Haw.,Opuntia_monacantha,Opuntia_monacantha,Angiosperms
Parthenium hysterophorus,Parthenium,Asteraceae,,,yes,yes,Parthenium hysterophorus L.,Parthenium hysterophorus,L.,Asteraceae,Parthenium,Compositae,Parthenium,Accepted,Parthenium hysterophorus,Parthenium hysterophorus L.,Parthenium_hysterophorus,Parthenium_hysterophorus,Angiosperms
Paspalum distichum,Paspalum,Poaceae,,,yes,yes,Paspalum distichum L.,Paspalum distichum,L.,Poaceae,Paspalum,Poaceae,Paspalum,Accepted,Paspalum distichum,Paspalum distichum L.,Paspalum_distichum,Paspalum_distichum,Angiosperms
Pontederia crassipes,Pontederia,Pontederiaceae,Eichhornia crassipes,Eichhornia,yes,yes,Pontederia crassipes Mart.,Pontederia crassipes,Mart.,Pontederiaceae,Pontederia,Pontederiaceae,Eichhornia,Accepted,Eichhornia crassipes,Eichhornia crassipes (Mart.) Solms,Eichhornia_crassipes,Pontederia_crassipes,Angiosperms
Senna occidentalis,Senna,Fabaceae,,,yes,yes,Senna occidentalis (L.) Link,Senna occidentalis,(L.) Link,Fabaceae,Senna,Leguminosae,Senna,Accepted,Senna occidentalis,Senna occidentalis (L.) Link,Senna_occidentalis,Senna_occidentalis,Angiosperms
Ageratina adenophora,Ageratina,Asteraceae,,,yes,yes,Ageratina adenophora (Spreng.) R.King & H.Rob.,Ageratina adenophora,(Spreng.) R.King & H.Rob.,Asteraceae,Ageratina,Compositae,Ageratina,Accepted,Ageratina adenophora,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,Ageratina_adenophora,Ageratina_adenophora,Angiosperms
Cenchrus clandestinus,Cenchrus,Poaceae,,,yes,yes,Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,Cenchrus clandestinus,(Hochst. ex Chiov.) Morrone,Poaceae,Cenchrus,Poaceae,Cenchrus,Unresolved,Cenchrus clandestinus,Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,Cenchrus_clandestinus,Cenchrus_clandestinus,Angiosperms
Sida acuta,Sida,Malvaceae,,,yes,yes,Sida acuta Burm.fil.,Sida acuta,Burm.fil.,Malvaceae,Sida,Malvaceae,Sida,Accepted,Sida acuta,Sida acuta Burm.f.,Sida_acuta,Sida_acuta,Angiosperms
Thlaspi arvense,Thlaspi,Brassicaceae,,,yes,yes,Thlaspi arvense L.,Thlaspi arvense,L.,Brassicaceae,Thlaspi,Brassicaceae,Thlaspi,Accepted,Thlaspi arvense,Thlaspi arvense L.,Thlaspi_arvense,Thlaspi_arvense,Angiosperms
Tithonia diversifolia,Tithonia,Asteraceae,,,yes,yes,Tithonia diversifolia (Hemsl.) A.Gray,Tithonia diversifolia,(Hemsl.) A.Gray,Asteraceae,Tithonia,Compositae,Tithonia,Accepted,Tithonia diversifolia,Tithonia diversifolia (Hemsl.) A.Gray,Tithonia_diversifolia,Tithonia_diversifolia,Angiosperms
Trifolium repens,Trifolium,Fabaceae,,,yes,yes,Trifolium repens L.,Trifolium repens,L.,Fabaceae,Trifolium,Leguminosae,Trifolium,Accepted,Trifolium repens,Trifolium repens L.,Trifolium_repens,Trifolium_repens,Angiosperms
Acacia auriculiformis,Acacia,Fabaceae,,,yes,yes,Acacia auriculiformis A.Cunn. ex Benth.,Acacia auriculiformis,A.Cunn. ex Benth.,Fabaceae,Acacia,Leguminosae,Acacia,Accepted,Acacia auriculiformis,Acacia auriculiformis Benth.,Acacia_auriculiformis,Acacia_auriculiformis,Angiosperms
Acacia mangium,Acacia,Fabaceae,,,yes,yes,Acacia mangium Willd.,Acacia mangium,Willd.,Fabaceae,Acacia,Leguminosae,Acacia,Accepted,Acacia mangium,Acacia mangium Willd.,Acacia_mangium,Acacia_mangium,Angiosperms
Echinochloa crus-galli,Echinochloa,Poaceae,,,yes,yes,Echinochloa crus-galli (L.) P.Beauv.,Echinochloa crus-galli,(L.) P.Beauv.,Poaceae,Echinochloa,Poaceae,Echinochloa,Accepted,Echinochloa crus-galli,Echinochloa crus-galli (L.) P.Beauv.,Echinochloa_crus-galli,Echinochloa_crus-galli,Angiosperms
Fimbristylis littoralis,Fimbristylis,Cyperaceae,,,yes,yes,Fimbristylis littoralis Gaudich.,Fimbristylis littoralis,Gaudich.,Cyperaceae,Fimbristylis,Cyperaceae,Fimbristylis,Accepted,Fimbristylis littoralis,Fimbristylis littoralis Gaudich.,Fimbristylis_littoralis,Fimbristylis_littoralis,Angiosperms
Pistia stratiotes,Pistia,Araceae,,,yes,yes,Pistia stratiotes L.,Pistia stratiotes,L.,Araceae,Pistia,Araceae,Pistia,Accepted,Pistia stratiotes,Pistia stratiotes L.,Pistia_stratiotes,Pistia_stratiotes,Angiosperms
Asclepias curassavica,Asclepias,Apocynaceae,,,yes,yes,Asclepias curassavica L.,Asclepias curassavica,L.,Apocynaceae,Asclepias,Apocynaceae,Asclepias,Accepted,Asclepias curassavica,Asclepias curassavica L.,Asclepias_curassavica,Asclepias_curassavica,Angiosperms
Bidens pilosa,Bidens,Asteraceae,,,yes,yes,Bidens pilosa L.,Bidens pilosa,L.,Asteraceae,Bidens,Compositae,Bidens,Accepted,Bidens pilosa,Bidens pilosa L.,Bidens_pilosa,Bidens_pilosa,Angiosperms
Cenchrus echinatus,Cenchrus,Poaceae,,,yes,yes,Cenchrus echinatus L.,Cenchrus echinatus,L.,Poaceae,Cenchrus,Poaceae,Cenchrus,Accepted,Cenchrus echinatus,Cenchrus echinatus L.,Cenchrus_echinatus,Cenchrus_echinatus,Angiosperms
Cynodon dactylon,Cynodon,Poaceae,,,yes,yes,Cynodon dactylon (L.) Pers.,Cynodon dactylon,(L.) Pers.,Poaceae,Cynodon,Poaceae,Cynodon,Accepted,Cynodon dactylon,Cynodon dactylon (L.) Pers.,Cynodon_dactylon,Cynodon_dactylon,Angiosperms
Cyperus rotundus,Cyperus,Cyperaceae,,,yes,yes,Cyperus rotundus L.,Cyperus rotundus,L.,Cyperaceae,Cyperus,Cyperaceae,Cyperus,Accepted,Cyperus rotundus,Cyperus rotundus L.,Cyperus_rotundus,Cyperus_rotundus,Angiosperms
Desmostachya bipinnata,Desmostachya,Poaceae,,,yes,yes,Desmostachya bipinnata (L.) Stapf,Desmostachya bipinnata,(L.) Stapf,Poaceae,Desmostachya,Poaceae,Desmostachya,Accepted,Desmostachya bipinnata,Desmostachya bipinnata (L.) Stapf,Desmostachya_bipinnata,Desmostachya_bipinnata,Angiosperms
Dysphania ambrosioides,Dysphania,Amaranthaceae,,,yes,yes,Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania ambrosioides,(L.) Mosyakin & Clemants,Amaranthaceae,Dysphania,Amaranthaceae,Dysphania,Accepted,Dysphania ambrosioides,Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania_ambrosioides,Dysphania_ambrosioides,Angiosperms
Lemna perpusilla,Lemna,Araceae,,,yes,yes,Lemna perpusilla Torr.,Lemna perpusilla,Torr.,Araceae,Lemna,Araceae,Lemna,Accepted,Lemna perpusilla,Lemna perpusilla Torr.,Lemna_perpusilla,Lemna_perpusilla,Angiosperms
Mimosa pigra,Mimosa,Fabaceae,,,yes,yes,Mimosa pigra L.,Mimosa pigra,L.,Fabaceae,Mimosa,Leguminosae,Mimosa,Accepted,Mimosa pigra,Mimosa pigra L.,Mimosa_pigra,Mimosa_pigra,Angiosperms
Oxalis corniculata,Oxalis,Oxalidaceae,,,yes,yes,Oxalis corniculata L.,Oxalis corniculata,L.,Oxalidaceae,Oxalis,Oxalidaceae,Oxalis,Accepted,Oxalis corniculata,Oxalis corniculata L.,Oxalis_corniculata,Oxalis_corniculata,Angiosperms
Panicum repens,Panicum,Poaceae,,,yes,yes,Panicum repens L.,Panicum repens,L.,Poaceae,Panicum,Poaceae,Panicum,Accepted,Panicum repens,Panicum repens L.,Panicum_repens,Panicum_repens,Angiosperms
Passiflora foetida,Passiflora,Passifloraceae,,,yes,yes,Passiflora foetida L.,Passiflora foetida,L.,Passifloraceae,Passiflora,Passifloraceae,Passiflora,Accepted,Passiflora foetida,Passiflora foetida L.,Passiflora_foetida,Passiflora_foetida,Angiosperms
Psidium guajava,Psidium,Myrtaceae,,,yes,yes,Psidium guajava L.,Psidium guajava,L.,Myrtaceae,Psidium,Myrtaceae,Psidium,Accepted,Psidium guajava,Psidium guajava L.,Psidium_guajava,Psidium_guajava,Angiosperms
Ricinus communis,Ricinus,Euphorbiaceae,,,yes,yes,Ricinus communis L.,Ricinus communis,L.,Euphorbiaceae,Ricinus,Euphorbiaceae,Ricinus,Accepted,Ricinus communis,Ricinus communis L.,Ricinus_communis,Ricinus_communis,Angiosperms
Striga asiatica,Striga,Orobanchaceae,,,yes,yes,Striga asiatica (L.) Kuntze,Striga asiatica,(L.) Kuntze,Orobanchaceae,Striga,Orobanchaceae,Striga,Accepted,Striga asiatica,Striga asiatica (L.) Kuntze,Striga_asiatica,Striga_asiatica,Angiosperms
Terminalia catappa,Terminalia,Combretaceae,,,yes,yes,Terminalia catappa L.,Terminalia catappa,L.,Combretaceae,Terminalia,Combretaceae,Terminalia,Accepted,Terminalia catappa,Terminalia catappa L.,Terminalia_catappa,Terminalia_catappa,Angiosperms
Urochloa mutica,Urochloa,Poaceae,Brachiaria mutica,Brachiaria,yes,yes,Urochloa mutica (Forssk.) T.Q.Nguyen,Urochloa mutica,(Forssk.) T.Q.Nguyen,Poaceae,Urochloa,Poaceae,Brachiaria,Accepted,Brachiaria mutica,Brachiaria mutica (Forssk.) Stapf,Brachiaria_mutica,Urochloa_mutica,Angiosperms
Abutilon theophrasti,Abutilon,Malvaceae,,,yes,yes,Abutilon theophrasti Medik.,Abutilon theophrasti,Medik.,Malvaceae,Abutilon,Malvaceae,Abutilon,Accepted,Abutilon theophrasti,Abutilon theophrasti Medik.,Abutilon_theophrasti,Abutilon_theophrasti,Angiosperms
Acacia decurrens,Acacia,Fabaceae,,,yes,yes,Acacia decurrens (J.C.Wendl.) Willd.,Acacia decurrens,(J.C.Wendl.) Willd.,Fabaceae,Acacia,Leguminosae,Acacia,Accepted,Acacia decurrens,Acacia decurrens Willd.,Acacia_decurrens,Acacia_decurrens,Angiosperms
Acmella radicans,Acmella,Asteraceae,,,yes,yes,Acmella radicans (Jacq.) R.K.Jansen,Acmella radicans,(Jacq.) R.K.Jansen,Asteraceae,Acmella,Compositae,Acmella,Accepted,Acmella radicans,Acmella radicans (Jacq.) R.K.Jansen,Acmella_radicans,Acmella_radicans,Angiosperms
Aegilops tauschii,Aegilops,Poaceae,,,yes,yes,Aegilops tauschii Coss.,Aegilops tauschii,Coss.,Poaceae,Aegilops,Poaceae,Aegilops,Accepted,Aegilops tauschii,Aegilops tauschii Coss.,Aegilops_tauschii,Aegilops_tauschii,Angiosperms
Aeschynomene americana,Aeschynomene,Fabaceae,,,yes,yes,Aeschynomene americana L.,Aeschynomene americana,L.,Fabaceae,Aeschynomene,Leguminosae,Aeschynomene,Accepted,Aeschynomene americana,Aeschynomene americana L.,Aeschynomene_americana,Aeschynomene_americana,Angiosperms
Aeschynomene indica,Aeschynomene,Fabaceae,,,yes,yes,Aeschynomene indica L.,Aeschynomene indica,L.,Fabaceae,Aeschynomene,Leguminosae,Aeschynomene,Accepted,Aeschynomene indica,Aeschynomene indica L.,Aeschynomene_indica,Aeschynomene_indica,Angiosperms
Agave americana,Agave,Asparagaceae,,,yes,yes,Agave americana L.,Agave americana,L.,Asparagaceae,Agave,Asparagaceae,Agave,Accepted,Agave americana,Agave americana L.,Agave_americana,Agave_americana,Angiosperms
Ageratum houstonianum,Ageratum,Asteraceae,,,yes,yes,Ageratum houstonianum Mill.,Ageratum houstonianum,Mill.,Asteraceae,Ageratum,Compositae,Ageratum,Accepted,Ageratum houstonianum,Ageratum houstonianum Mill.,Ageratum_houstonianum,Ageratum_houstonianum,Angiosperms
Agrostemma githago,Agrostemma,Caryophyllaceae,,,yes,yes,Agrostemma githago L.,Agrostemma githago,L.,Caryophyllaceae,Agrostemma,Caryophyllaceae,Agrostemma,Accepted,Agrostemma githago,Agrostemma githago L.,Agrostemma_githago,Agrostemma_githago,Angiosperms
Alternanthera philoxeroides,Alternanthera,Amaranthaceae,,,yes,yes,Alternanthera philoxeroides (Mart.) Griseb.,Alternanthera philoxeroides,(Mart.) Griseb.,Amaranthaceae,Alternanthera,Amaranthaceae,Alternanthera,Accepted,Alternanthera philoxeroides,Alternanthera philoxeroides (Mart.) Griseb.,Alternanthera_philoxeroides,Alternanthera_philoxeroides,Angiosperms
Alternanthera pungens,Alternanthera,Amaranthaceae,,,yes,yes,Alternanthera pungens Kunth,Alternanthera pungens,Kunth,Amaranthaceae,Alternanthera,Amaranthaceae,Alternanthera,Accepted,Alternanthera pungens,Alternanthera pungens Kunth,Alternanthera_pungens,Alternanthera_pungens,Angiosperms
Alyssum alyssoides,Alyssum,Brassicaceae,,,yes,yes,Alyssum alyssoides (L.) L.,Alyssum alyssoides,(L.) L.,Brassicaceae,Alyssum,Brassicaceae,Alyssum,Accepted,Alyssum alyssoides,Alyssum alyssoides (L.) L.,Alyssum_alyssoides,Alyssum_alyssoides,Angiosperms
Amaranthus albus,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus albus L.,Amaranthus albus,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus albus,Amaranthus albus L.,Amaranthus_albus,Amaranthus_albus,Angiosperms
Amaranthus blitum,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus blitum L.,Amaranthus blitum,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus blitum,Amaranthus blitum L.,Amaranthus_blitum,Amaranthus_blitum,Angiosperms
Amaranthus caudatus,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus caudatus L.,Amaranthus caudatus,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus caudatus,Amaranthus caudatus L.,Amaranthus_caudatus,Amaranthus_caudatus,Angiosperms
Amaranthus cruentus,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus cruentus L.,Amaranthus cruentus,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus cruentus,Amaranthus cruentus L.,Amaranthus_cruentus,Amaranthus_cruentus,Angiosperms
Amaranthus hybridus,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus hybridus L.,Amaranthus hybridus,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus hybridus,Amaranthus hybridus L.,Amaranthus_hybridus,Amaranthus_hybridus,Angiosperms
Amaranthus palmeri,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus palmeri S.Watson,Amaranthus palmeri,S.Watson,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus palmeri,Amaranthus palmeri S.Watson,Amaranthus_palmeri,Amaranthus_palmeri,Angiosperms
Amaranthus polygonoides,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus polygonoides L.,Amaranthus polygonoides,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus polygonoides,Amaranthus polygonoides L.,Amaranthus_polygonoides,Amaranthus_polygonoides,Angiosperms
Amaranthus spinosus,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus spinosus L.,Amaranthus spinosus,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus spinosus,Amaranthus spinosus L.,Amaranthus_spinosus,Amaranthus_spinosus,Angiosperms
Amaranthus tuberculatus,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus tuberculatus (Moq.) Sauer,Amaranthus tuberculatus,(Moq.) Sauer,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus tuberculatus,Amaranthus tuberculatus (Moq.) Sauer,Amaranthus_tuberculatus,Amaranthus_tuberculatus,Angiosperms
Amaranthus viridis,Amaranthus,Amaranthaceae,,,yes,yes,Amaranthus viridis L.,Amaranthus viridis,L.,Amaranthaceae,Amaranthus,Amaranthaceae,Amaranthus,Accepted,Amaranthus viridis,Amaranthus viridis L.,Amaranthus_viridis,Amaranthus_viridis,Angiosperms
Ambrosia artemisiifolia,Ambrosia,Asteraceae,,,yes,yes,Ambrosia artemisiifolia L.,Ambrosia artemisiifolia,L.,Asteraceae,Ambrosia,Compositae,Ambrosia,Accepted,Ambrosia artemisiifolia,Ambrosia artemisiifolia L.,Ambrosia_artemisiifolia,Ambrosia_artemisiifolia,Angiosperms
Ambrosia psilostachya,Ambrosia,Asteraceae,,,yes,yes,Ambrosia psilostachya DC.,Ambrosia psilostachya,DC.,Asteraceae,Ambrosia,Compositae,Ambrosia,Accepted,Ambrosia psilostachya,Ambrosia psilostachya DC.,Ambrosia_psilostachya,Ambrosia_psilostachya,Angiosperms
Ambrosia trifida,Ambrosia,Asteraceae,,,yes,yes,Ambrosia trifida L.,Ambrosia trifida,L.,Asteraceae,Ambrosia,Compositae,Ambrosia,Accepted,Ambrosia trifida,Ambrosia trifida L.,Ambrosia_trifida,Ambrosia_trifida,Angiosperms
Ammannia coccinea,Ammannia,Lythraceae,,,yes,yes,Ammannia coccinea Rottb.,Ammannia coccinea,Rottb.,Lythraceae,Ammannia,Lythraceae,Ammannia,Accepted,Ammannia coccinea,Ammannia coccinea Rottb.,Ammannia_coccinea,Ammannia_coccinea,Angiosperms
Anredera cordifolia,Anredera,Basellaceae,,,yes,yes,Anredera cordifolia (Ten.) Steenis,Anredera cordifolia,(Ten.) Steenis,Basellaceae,Anredera,Basellaceae,Anredera,Accepted,Anredera cordifolia,Anredera cordifolia (Ten.) Steenis,Anredera_cordifolia,Anredera_cordifolia,Angiosperms
Argemone mexicana,Argemone,Papaveraceae,,,yes,yes,Argemone mexicana L.,Argemone mexicana,L.,Papaveraceae,Argemone,Papaveraceae,Argemone,Accepted,Argemone mexicana,Argemone mexicana L.,Argemone_mexicana,Argemone_mexicana,Angiosperms
Asparagus densiflorus,Asparagus,Asparagaceae,,,yes,yes,Asparagus densiflorus (Kunth) Jessop,Asparagus densiflorus,(Kunth) Jessop,Asparagaceae,Asparagus,Asparagaceae,Asparagus,Accepted,Asparagus densiflorus,Asparagus densiflorus (Kunth) Jessop,Asparagus_densiflorus,Asparagus_densiflorus,Angiosperms
Atriplex canescens,Atriplex,Amaranthaceae,,,yes,yes,Atriplex canescens (Pursh) Nutt.,Atriplex canescens,(Pursh) Nutt.,Amaranthaceae,Atriplex,Amaranthaceae,Atriplex,Accepted,Atriplex canescens,Atriplex canescens (Pursh) Nutt.,Atriplex_canescens,Atriplex_canescens,Angiosperms
Atriplex nummularia,Atriplex,Amaranthaceae,,,yes,yes,Atriplex nummularia Lindl.,Atriplex nummularia,Lindl.,Amaranthaceae,Atriplex,Amaranthaceae,Atriplex,Accepted,Atriplex nummularia,Atriplex nummularia Lindl.,Atriplex_nummularia,Atriplex_nummularia,Angiosperms
Avena fatua,Avena,Poaceae,,,yes,yes,Avena fatua L.,Avena fatua,L.,Poaceae,Avena,Poaceae,Avena,Accepted,Avena fatua,Avena fatua L.,Avena_fatua,Avena_fatua,Angiosperms
